DOY,Species,Time,Treat,CO2.meas,Plant,Leaf,Leaf.unique,Tset,Rep,Rep.total,Tleaf,Ci,Photo,Cond,Trmmol,VpdL,CTleaf,Area,BLC_1,StmRat,BLCond,Tair,TBlk,CO2.set,CO2R,CO2S,H2OR,H2OS,RH_R,RH_S,Flow,PARi,PARo,Press,CsMch,HsMch,StableF,BLCslope,BLCoffst,f_parin,f_parout,alphaK,Status,fda,Trans,Tair_K,Twall_K,R.W.m2.,Tl.Ta,SVTleaf,h2o_i,h20diff,CTair,SVTair,CndTotal,vp_kPa,VpdA,CndCO2,Ci_Pa,Ci.Ca,RHsfc,C2sfc,AHs.Cs,EBal.,Tk
243,Tabebuia,9.25,c.c,400,1,1,11,27,1,1,31.72,240.6,16.56735653,0.245,3.37,1.54,31.72,6,1.420000017,1,2.840000033,28.52676583,26.9690075,400,400,378.0522766,27.33448983,31.24911404,70.58139039,80.70352173,500.3253021,1500.333557,183.9901886,101.0461235,-0.043555707,-0.665972591,1,-0.219565243,2.737391472,1,0,0.159999996,111115,0.833875504,0.003369951,304.8687662,301.6767659,240.0533638,0.622538994,4.700927672,46.52263629,15.27352225,30.12276602,4.291040526,0.219684077,3.157603357,1.133437169,0.139018911,24.12711116,0.632023545,68.4768772,370.0703481,0.03125363,0,304.87
261,Tabebuia,11.05,c.w,800,1,1,11,28,1,16,33.47,270.35,11.02580489,0.1785,3.029,1.7535,33.47,6,1.420000017,1,2.840000033,29.94343472,28.18872357,400,400,384.973587,30.52015686,34.02890015,72.52342987,80.86685181,500.3487549,1499.039673,470.7776337,100.9190941,0.080871582,-0.268333227,1,-0.219565243,2.737391472,1,0,0.159999996,111115,0.833914592,0.003029032,306.6211037,303.0934347,239.8463423,0.739801685,5.188038213,51.40791267,17.37901253,31.70726919,4.696846044,0.167574439,3.434165344,1.262680701,0.10564168,27.23054537,0.70092528,66.77539388,379.7042676,0.01951125,0,306.62
243,Tabebuia,10.70,w.w,800,1,1,111,40,1,1,41.815,276.25,9.466236511,0.175,5.37,3.06,41.815,6,1.420000017,1,2.840000033,40.69733239,40.04733277,400,399.5,385.6009064,44.42834091,50.53898812,58.30724526,66.32161713,500.2432099,1499.782288,221.696106,101.0002709,1.207641602,-1.744301677,0.666666672,-0.219565243,2.737391472,1,0,0.159999996,111115,0.833738683,0.005367815,314.9651818,313.8473324,239.9651607,-0.135565266,8.163714055,80.82863647,30.28964836,41.25625706,7.926088113,0.167428869,5.104451023,2.821637091,0.105571272,27.84401314,0.714977276,62.2115467,381.0728392,0.015586637,0,314.965
243,Tabebuia,9.70,c.c,400,2,1,21,27,1,1,30.425,274.65,16.11873701,0.295,3.99,1.455,30.425,6,1.420000017,1,2.840000033,28.49844647,26.96974945,400,399.5,378.1996766,24.14574433,28.79359913,62.46670533,74.48911667,500.3082428,1499.441163,157.491211,101.0637207,-0.825021744,-0.631249309,0.666666687,-0.219565243,2.737391472,1,0,0.159999996,111115,0.833847072,0.003990818,303.5766863,301.6484465,239.9105806,0.480792989,4.365991942,43.20038865,14.40678952,29.46256638,4.130686608,0.268894229,2.909988932,1.220697676,0.170449462,27.61913742,0.722690227,68.66135841,370.4309684,0.030397576,0,303.575
261,Tabebuia,10.51,c.w,800,2,1,21,27,1,18,32.11,204.9,11.84509679,0.113,1.52,1.355,32.11,6,1.420000017,1,2.840000033,28.95854568,27.11525726,400,400,385.1145325,32.42159271,34.18171692,81.55903625,85.98677063,500.343689,1499.072998,296.8555298,100.9283905,2.84569931,-0.08670786,1,-0.219565243,2.737391472,1,0,0.159999996,111115,0.833906148,0.001519725,305.2604126,302.1085457,239.8516743,1.581211999,4.805006009,47.60807128,13.42635436,30.53447914,4.393008691,0.108560833,3.449905673,0.943103018,0.068225415,20.59604247,0.529883656,71.71966774,379.4557403,0.022500152,0,305.26
263,Tabebuia,12.76,w.c,400,2,1,121,29,1,18,34.62166977,257.6,12.40222014,0.183729049,3.780252251,2.110245113,34.62166977,6,1.420000017,1,2.840000033,32.03873444,30.21800232,400,400,382.6878357,29.55477715,33.93481064,62.25650406,71.4829483,500.2660522,1498.742188,824.461853,100.806839,0.859857559,-0.422758758,0.666666687,-0.219565243,2.737391472,1,0,0.159999996,111115,0.833776754,0.003780252,307.7716698,305.1887344,239.7987446,0.479799882,5.531106105,54.86836171,20.93355107,33.3302021,5.146600955,0.17256523,3.420860992,1.725739962,0.108803624,25.75947308,0.667732201,62.50088991,376.6848088,0.020953808,0,307.7716698
243,Tabebuia,12.77,w.w,800,2,1,121,36,1,1,38.29,249.3,12.73638912,0.18,5.76,3.18,38.29,6,1.420000017,1,2.840000033,36.75368118,36.13483429,400,401,382.315979,28.85289383,35.51502609,46.80027771,57.60645676,500.3920898,1500.156494,159.9378662,100.9001083,-0.489925385,-1.082375407,1,-0.219565243,2.737391472,1,0,0.159999996,111115,0.833986816,0.005760723,311.4363426,309.9036812,240.0250337,-0.39330834,6.761280761,67.00964818,31.49462209,37.5200119,6.48605426,0.173534852,3.58346998,2.90258428,0.109420396,25.10095846,0.650693132,53.48741313,376.2339176,0.018189846,0,311.44
243,Tabebuia,10.13,c.c,400,3,1,31,27,1,1,30.225,249.1,17.45862227,0.255,3.55,1.495,30.225,6,1.420000017,1,2.840000033,28.50266457,26.9698,400,400,377.1152496,23.77947331,27.91892433,61.48679734,72.18737412,500.2413178,1499.432556,452.6643677,101.0349503,-1.170841217,-0.600276828,1,-0.219565243,2.737391472,1,0,0.159999996,111115,0.83373553,0.003550583,303.3765492,301.6526646,239.9092036,0.738208117,4.316205615,42.71992583,14.80100149,29.36460686,4.107410427,0.232700497,2.820785129,1.286625297,0.147222565,25.00908719,0.656499859,67.01200313,368.7098582,0.032222121,0,303.375
263,Tabebuia,12.22,w.c,400,3,1,131,29,1,15,34.31562424,227.1,12.49970853,0.1435266,3.162014141,2.234123876,34.31562424,6,1.420000017,1,2.840000033,30.73241043,29.116745,400,401,383.7328796,28.08976173,31.76637459,63.76060104,72.10610199,499.6286316,1500.295532,1330.948975,100.8511734,0.3026371,-0.334608734,1,-0.219565243,2.737391472,1,0,0.159999996,111125,0.832714386,0.003162014,307.4656242,303.8824104,240.0472798,0.660719782,5.437800028,53.91905562,22.15268103,32.52401733,4.918552383,0.136622058,3.203676152,1.714876231,0.085983386,22.64477705,0.585137701,59.1408682,377.683283,0.019928331,0,307.4656242
249,Tabebuia,9.64,c.c,400,4,1,41,25,1,1,28.19532013,280.75,20.93421719,0.442362224,4.536677927,1.159441744,28.19532013,6,1.420000017,1,2.840000033,26.05933953,25.01812935,400,400,372.6573792,21.21121502,26.50682259,63.31128693,79.11634064,500.3856964,1499.466126,99.92870332,101.0685616,-2.074569703,0.276701153,1,-0.219565243,2.737391472,1,0,0.159999996,111115,0.833976161,0.004536678,301.3453202,299.2093395,239.9145747,0.176052053,3.838449069,37.97863831,11.47181572,27.12732983,3.606103234,0.382744408,2.679007325,0.927095909,0.243941217,28.28564598,0.751000249,72.99740185,362.6008104,0.042593524,0,301.3453201
263,Tabebuia,13.18,w.c,400,5,1,151,30,1,13,36.43299103,266.9,10.00168484,0.15997749,3.947158364,2.498971914,36.43299103,6,1.420000017,1,2.840000033,32.73833084,30.98327827,400,400,385.2809448,31.30272484,35.86672211,63.34654999,72.58259583,500.2965393,1499.577637,1635.356812,100.7446365,0.870929718,-0.489756286,0.666666687,-0.219565243,2.737391472,1,0,0.159999996,111115,0.833827566,0.003947158,309.582991,305.8883308,239.9324165,0.226904797,6.112351797,60.67173407,24.80501196,34.58566093,5.520056109,0.151446493,3.613379882,1.906676227,0.095385248,26.6563486,0.686753995,59.33326872,380.4184495,0.0159544,0,309.582991
247,Tabebuia,10.22,w.w,800,5,1,151,24,1,1,27.84090614,277.2,11.08916253,0.188176245,2.670540489,1.490051297,27.84090614,6,1.420000017,1,2.840000033,25.66424179,25.01831055,400,401,385.91745,19.32698059,22.45742035,59.05629158,68.62509537,500.3613282,1500.135071,487.1163178,101.0800514,-2.279325486,0.300112516,1,-0.219565243,2.737391472,1,0,0.159999996,111115,0.833935547,0.002670541,300.9909062,298.8142418,240.0216053,1.144043877,3.760047674,37.1987515,14.74133115,26.75257397,3.527569712,0.176309483,2.269996377,1.257573335,0.11120065,27.67947678,0.709593521,61.69090531,380.6178751,0.018081234,0,300.9909061
247,Tabebuia,15.20,c.c,400,1,2,12,32,1,1,34.63307762,226.6,14.03559466,0.166167682,3.132718536,1.932324573,34.63307762,6,1.420000017,1,2.840000033,32.60504151,32.04925919,400,398,379.4553833,32.15454102,35.77609635,65.5033474,72.88017654,500.3273926,1498.86853,732.4913635,100.7697563,-0.958263397,-0.110103816,0.666666687,-0.219565243,2.737391472,1,0,0.159999996,111115,0.833878988,0.003132719,307.7830777,305.7550415,239.8189588,0.893401055,5.537456317,54.95168412,19.17558778,33.61905957,5.232012872,0.156832802,3.605131744,1.626881128,0.09881787,22.47117502,0.58766889,65.35675149,372.676631,0.025085115,0,307.7830776
261,Tabebuia,13.39,c.w,800,1,1,11,31,2,17,36.88,250.9,8.73808576,0.117,3.042,2.585,36.88,6,1.420000017,1,2.840000033,33.18410873,31.41017151,400,400,387.9497681,32.99512482,36.50922012,65.10957336,72.0439682,500.3937073,1500.691772,189.3037109,100.7296371,-0.632633209,-0.5312078,0.666666687,-0.219565243,2.737391472,1,0,0.159999996,111115,0.833989512,0.003041771,310.0272888,306.3341087,240.1106782,0.69190416,6.262771826,62.17407313,25.664853,35.03069878,5.657980659,0.112671026,3.677560496,1.980420163,0.070823295,25.18452658,0.644467506,58.30114026,383.7674834,0.013366172,0,310.03
243,Tabebuia,12.20,w.w,800,1,1,111,36,2,2,38.76,239.25,11.15631812,0.15,5.085,3.445,38.76,6,1.420000017,1,2.840000033,36.7103653,36.13484574,400,400.5,384.2646332,28.72193528,34.61075783,46.70732689,56.29177857,500.4183502,1500.343384,160.9430085,100.9405251,-0.653287888,-1.037884593,0.833333344,-0.219565243,2.737391472,1,0,0.159999996,111115,0.834030584,0.005086919,311.910252,309.8603653,240.0549361,-0.126136047,6.93821305,68.73559375,34.12483593,37.73530865,6.562911396,0.142204174,3.493630781,3.069280615,0.089551513,24.08399313,0.621114219,50.27051061,378.9333766,0.014923656,0,311.91
243,Tabebuia,14.35,c.c,400,2,1,21,34,2,2,36.805,240.5,15.30679446,0.205,5.12,2.525,36.805,6,1.420000017,1,2.840000033,34.84390068,33.99592018,400,399,378.1941986,30.9260931,36.84210205,55.64148712,66.2859726,500.4672546,1499.216614,241.2942276,100.7492714,-1.0782547,-1.095412136,0.833333344,-0.219565243,2.737391472,1,0,0.159999996,111115,0.834112091,0.005123383,309.95789,307.9939007,239.8746529,-0.128566217,6.239265074,61.92863969,25.08653764,35.82589531,5.91195511,0.194482445,3.711815003,2.200140108,0.122765279,24.04804413,0.631146556,60.30736685,370.8114511,0.025287617,0,309.955
243,Tabebuia,11.13,w.w,800,2,1,121,40,2,2,41.53,286.85,9.769998244,0.2,5.29,2.685,41.53,6,1.420000017,1,2.840000033,40.54586411,40.04299546,400,400,385.623169,47.05454827,53.05552101,62.25481224,70.19123459,500.4253693,1500.19989,196.7454148,100.9818345,1.465078354,-1.876252055,1,-0.219565243,2.737391472,1,0,0.159999996,111115,0.834042283,0.005286293,314.681046,313.6958641,240.0319771,-0.072449037,8.041967002,79.63775701,26.582236,41.03845501,7.834972249,0.186775903,5.357637993,2.477334257,0.117883189,28.91228373,0.742517791,66.58757751,380.9507042,0.017246195,0,314.68
243,Tabebuia,13.85,c.c,400,3,1,31,34,2,2,36.175,239.3,17.57903969,0.25,6.265,2.615,36.175,6,1.420000017,1,2.840000033,35.09712029,33.98384285,400,400.5,376.2601166,26.61458683,33.87184525,47.21841049,60.06130028,500.3631287,1500.482789,360.9459381,100.7778359,-0.978885651,-0.990229488,1,-0.219565243,2.737391472,1,0,0.159999996,111115,0.833938548,0.006267147,309.3256745,308.2471203,240.0772408,-0.582666767,6.028244819,59.81704392,25.94519868,35.63639736,5.851494088,0.231463178,3.413549584,2.437944505,0.146465291,23.95672649,0.632136636,58.11616844,367.7976662,0.028299504,0,309.325
243,Tabebuia,11.72,w.w,800,3,1,131,40,2,2,40.03,264.3,11.71349391,0.2,6.99,3.57,40.03,6,1.420000017,1,2.840000033,39.90776062,40.05510712,400,401,382.983551,30.15869331,38.21575928,41.27430725,52.30096817,500.3603821,1498.998291,212.9952545,100.9621811,0.161289215,-1.21310699,1,-0.219565243,2.737391472,1,0,0.159999996,111115,0.83393397,0.006986038,313.1827835,313.0577606,239.8397212,-0.810651954,7.426647654,73.55870856,35.34294928,39.97027206,7.401887496,0.186617347,3.858346409,3.543541087,0.117748074,26.63569031,0.688850711,52.45264449,377.3876278,0.016361987,0,313.18
249,Tabebuia,10.52,c.c,400,4,1,41,29,2,2,31.63818932,255.15,19.67689311,0.304308042,3.175264306,1.123577399,31.63818932,6,1.420000017,1,2.840000033,29.66383744,29.1286192,400,400,374.2767334,31.50293064,35.17670059,76.17589951,85.05873108,500.3274994,1499.413758,286.111145,101.049984,-1.412792206,0.152658642,1,-0.219565243,2.737391472,1,0,0.159999996,111115,0.833879166,0.003175265,304.7881893,302.8138375,239.9061958,0.892388919,4.678177052,46.29568616,11.11898557,30.65101338,4.422394243,0.274685177,3.554599653,0.86779459,0.174113358,25.65468084,0.678356361,77.37522543,364.817491,0.042234464,0,304.7881893
247,Tabebuia,11.71,w.w,800,5,1,151,27,2,2,29.79819012,252.1,10.71228354,0.145477489,2.652747396,1.884088259,29.79819012,6,1.420000017,1,2.840000033,27.53423882,26.97481156,400,401.5,386.7943726,19.92532921,23.03353882,54.51887894,63.02919769,500.3105927,1499.698975,596.243866,101.060196,-2.834918976,0.259982854,0.666666687,-0.219565243,2.737391472,1,0,0.159999996,111115,0.833850988,0.002652748,302.9481901,300.6842389,239.9518299,1.131378276,4.211865331,41.67672413,18.64318531,28.66621447,3.944941044,0.138200463,2.327777072,1.617163972,0.08700018,25.04149874,0.640697016,56.02266999,381.6738189,0.015830303,0,302.9481901
263,Tabebuia,13.79,w.c,400,3,3,133,30,2,16,33.17085266,211.9,12.50939738,0.129967339,3.066538645,2.390268504,33.17085266,6,1.420000017,1,2.840000033,30.74893951,30.09130096,400,400,383.6080627,23.30987549,26.89619446,52.82244492,60.94939041,499.2406616,1500.747314,11.28654766,100.7778702,-0.286155701,-0.22040242,1,-0.219565243,2.737391472,1,0,0.159999996,111115,0.832067769,0.003066539,306.3208527,303.8989395,240.1195649,0.881319013,5.100809697,50.61438278,23.71818832,31.95989609,4.764254949,0.124279899,2.710541193,2.053713756,0.07816665,21.06726496,0.544948241,53.38343472,377.5538878,0.018008068,0,306.3208527
247,Tabebuia,7.90,c.c,400,1,1,11,24,3,3,26.86024284,268.1,17.2910164,0.287988566,2.892207898,1.083896509,26.86024284,6,1.420000017,1,2.840000033,25.38469887,25.028265,400,401,378.1052551,21.03244781,24.41596413,65.2946701,75.79871368,500.3537598,1499.635498,110.6278076,100.9990616,-0.934528112,0.270437032,0.666666687,-0.219565243,2.737391472,1,0,0.159999996,111115,0.833922933,0.002892208,300.0102428,298.5346989,239.9416737,1.126773073,3.549885974,35.14771244,10.73174831,26.12247086,3.398789229,0.261473951,2.465989465,0.932799764,0.165613078,26.85686658,0.703275178,71.42691074,369.7793229,0.033832702,0,300.0102428
249,Tabebuia,8.54,c.c,400,2,1,21,25,3,3,28.17243099,267.55,20.82555362,0.365577403,2.789092943,0.84055415,28.17243099,6,1.420000017,1,2.840000033,25.90699768,25.01985836,400,400,373.4106598,26.38633919,29.63189602,79.41119004,89.18041992,500.3403931,1498.883484,177.6576233,100.9970589,1.526983261,0.552566707,0.666666687,-0.219565243,2.737391472,1,0,0.159999996,111115,0.833900655,0.002789093,301.322431,299.0569977,239.8213521,1.066461434,3.833291356,37.9544566,8.322560582,27.03971434,3.587570962,0.323806177,2.992737206,0.594833755,0.205757717,26.91273755,0.713573699,79.89229915,363.405584,0.046276354,0,301.322431
261,Tabebuia,14.61,c.w,800,2,1,21,32,3,20,36.14,269.8,8.039193111,0.127,3.334,2.625,36.14,6,1.420000017,1,2.840000033,33.96001816,32.16594315,400,401,389.043457,29.81949425,33.68333435,56.28955078,63.58322906,500.3124084,1499.864868,87.09027863,100.6340179,-0.741043091,-0.468253851,1,-0.219565243,2.737391472,1,0,0.159999996,111115,0.833854014,0.003334185,309.2888969,307.1100182,239.9783735,0.763419446,6.014518955,59.76626073,26.08292638,35.04945755,5.663859507,0.121857336,3.389689273,2.274170233,0.076633507,27.07388825,0.691524711,56.18368581,385.1932309,0.011814148,0,309.29
247,Tabebuia,9.31,w.w,800,2,1,121,24,3,3,28.30402088,250.35,14.192402,0.192119837,2.235329384,1.213647106,28.30402088,6,1.420000017,1,2.840000033,25.71919918,25.01675701,400,400.5,381.8646241,23.59635067,26.206913,71.87620926,79.82567215,500.292923,1500.084412,409.3365631,101.0820732,-1.194778443,0.314412862,1,-0.219565243,2.737391472,1,0,0.159999996,111115,0.833821539,0.00223533,301.4540209,298.8691992,240.0134999,1.312765377,3.862696466,38.21347583,12.00656284,27.01161003,3.581641401,0.179913304,2.64904936,0.932592041,0.113482116,24.97461407,0.647019425,69.59786526,375.0905094,0.026438055,0,301.4540209
247,Tabebuia,8.87,c.c,400,3,1,31,24,3,3,27.91362953,265.5,22.9116782,0.410613908,3.37631946,0.92004558,27.91362953,6,1.420000017,1,2.840000033,25.742033,25.01913261,400,400,370.5271301,24.31969452,28.25390244,73.96974182,85.93585968,500.368866,1500.953247,356.821106,101.0737762,0.556129456,0.368577749,0.666666687,-0.219565243,2.737391472,1,0,0.159999996,111115,0.83394811,0.003376319,301.0636295,298.892033,240.1525135,0.778740159,3.775774192,37.35661547,9.102713033,26.82783127,3.543126938,0.358745619,2.855728612,0.687398326,0.228362699,26.67291714,0.712216469,77.9888692,359.5310226,0.050178747,0,301.0636295
261,Tabebuia,15.37,c.w,800,3,1,31,32,3,15,37.54,220.6,11.41489538,0.127,3.71,2.908,37.54,6,1.420000017,1,2.840000033,33.606987,32.03701782,400,400,384.1877747,31.3498745,35.63962173,60.32632065,68.58104706,500.4329529,1500.796387,151.7918549,100.58255,-0.896842957,-0.526204824,0.666666687,-0.219565243,2.737391472,1,0,0.159999996,111115,0.834054921,0.003710112,310.6899017,306.756987,240.1274165,0.310106391,6.493072803,64.5546648,28.91504306,35.57344437,5.830232291,0.121882778,3.584724037,2.245508254,0.076649606,22.11559296,0.572311411,54.8698412,378.7336152,0.016623109,0,310.69
247,Tabebuia,9.82,w.w,800,3,1,131,24,3,3,27.71986389,221.5,10.71486491,0.112121985,1.673645941,1.522111718,27.71986389,6,1.420000017,1,2.840000033,25.44418716,25.02010345,400,401,387.0837402,19.91460609,21.87791252,61.64925766,67.72702789,500.2876892,1500.343262,355.2509766,101.0697098,-2.193191528,0.32027033,1,-0.219565243,2.737391472,1,0,0.159999996,111115,0.833812815,0.001673646,300.8698639,298.5941872,240.0549159,1.650535138,3.733305988,36.93793121,15.06001869,26.58202553,3.492231829,0.107863577,2.211194269,1.281037559,0.067784817,21.84091258,0.558270697,59.58894008,381.9619171,0.016809498,0,300.8698639
249,Tabebuia,15.04,c.c,400,4,1,41,35.5,3,3,36.88052941,274.65,19.0731733,0.385043155,6.300493002,1.785806743,36.88052941,6,1.420000017,1,2.840000033,35.92981148,35.55749703,400,400,373.9882813,37.30262184,44.52017975,63.10606956,75.31611252,500.4241181,1499.667237,336.3525086,100.5871239,-1.505664825,-0.419069111,1,-0.219565243,2.737391472,1,0,0.159999996,111115,0.834040197,0.006300493,310.0305294,309.0798115,239.9467525,-0.583254196,6.263957876,62.2739283,17.75374855,36.40517044,6.103056272,0.338393537,4.478151134,1.624905138,0.215238201,27.52278661,0.731673087,73.45542136,364.8160801,0.038874857,0,310.0305294
264,Tabebuia,10.13,w.c,400,5,1,151,25,3,15,29.47845078,280.5,11.70812645,0.205506233,2.461987163,1.251319702,29.47845078,6,1.420000017,1,2.840000033,26.39098167,25.02101898,400,400,384.1062317,25.70303917,28.57138824,75.11200714,83.4941864,500.2832031,1498.716309,499.1928711,100.9104691,3.052228928,0.118560106,1,-0.219565243,2.737391472,1,0,0.159999996,111115,0.833805339,0.002461987,302.6284508,299.5409817,239.794604,1.117452489,4.134471891,40.9716844,12.40029616,27.93471622,3.780421158,0.191638978,2.883152189,0.897268969,0.120947557,28.12173824,0.725528678,70.76002708,378.4328335,0.022316548,0,302.6284508
248,Tabebuia,8.82,w.w,800,5,1,151,32,3,3,34.44111443,296.1,14.57787799,0.335298459,4.218799785,1.353999266,34.44111443,6,1.420000017,1,2.840000033,32.56296158,32.0463543,400,400,380.1710815,35.94135666,40.79415894,73.67243577,83.62009812,500.3346253,1498.999329,198.8787842,101.043953,-0.108922958,-0.124117107,1,-0.219565243,2.737391472,1,0,0.159999996,111115,0.833891042,0.0042188,307.5911145,305.7129616,239.8398873,0.356040165,5.476003667,54.19425963,13.4001007,33.502038,5.196428114,0.299888611,4.122004401,1.074423713,0.190319592,29.88570542,0.777991996,76.78161413,373.2139755,0.030110124,0,307.5911144
247,Tabebuia,14.82,c.c,400,2,2,22,32,3,3,33.89685059,233.8,16.7053811,0.217411495,4.471276926,2.13742325,33.89685059,6,1.420000017,1,2.840000033,32.64043045,32.03191757,400,398,375.5215454,26.30999947,31.50244904,53.55780792,64.12779236,500.3905029,1500.112305,80.12070465,100.7833252,-1.257915497,-0.039617747,0.666666687,-0.219565243,2.737391472,1,0,0.159999996,111115,0.833984172,0.004471277,307.0468506,305.7904305,240.0179628,0.318946218,5.312344816,52.71055312,21.20810408,33.26864052,5.128868172,0.201951437,3.174921566,1.953946606,0.127523192,23.28629353,0.615285704,60.98321387,367.4745516,0.028093205,0,307.0468506
247,Tabebuia,12.33,c.c,400,1,1,11,27,4,4,31.9266243,238.9,16.44249462,0.216160776,4.127133532,1.99706712,31.9266243,6,1.420000017,1,2.840000033,28.55523109,26.97053719,400,401,378.6149597,22.50796127,27.32099915,57.97580338,70.3731842,500.4377136,1501.153931,1143.539551,100.9560623,-1.930080414,0.136594564,1,-0.219565243,2.737391472,1,0,0.159999996,111115,0.834062856,0.004127134,305.0766243,301.7052311,240.184623,0.206585595,4.755287612,47.10254644,19.78154729,30.2409277,4.319765554,0.200871829,2.758220492,1.561545062,0.126834466,23.84130792,0.623734698,59.4652738,370.6922641,0.026736678,0,305.0766243
262,Tabebuia,9.81,c.w,800,1,1,11,33,4,19,37.12001801,303.4,12.17282627,0.312540022,5.637269793,1.914217915,37.12001801,6,1.420000017,1,2.840000033,34.37632751,33,400,400,382.4304199,37.4225502,43.8840065,69.26992798,81.23022461,500.495575,1501.420898,217.2859497,100.9953613,3.942930222,-0.73309052,1,-0.219565243,2.737391472,1,0,0.159999996,111115,0.834159292,0.00563727,310.270018,307.5263275,240.2273384,-0.503440339,6.346299008,62.83752961,18.95352311,35.74817276,5.886646914,0.281555082,4.432081093,1.454565821,0.178516002,30.61067029,0.792535969,71.29589044,376.6162326,0.023154695,0,310.270018
249,Tabebuia,14.13,c.c,400,2,1,21,35,4,4,35.71602249,300,21.43898145,0.641110238,6.963593908,1.271819646,35.71602249,6,1.420000017,1,2.840000033,35.28343964,34.97485733,400,400,370.8516541,37.75738144,45.72455025,66.26903916,80.25143051,500.4466705,1498.900208,342.2359162,100.7002602,-1.724315644,-0.391885579,1,-0.219565243,2.737391472,1,0,0.159999996,111115,0.834077784,0.006963594,308.8660225,308.4334397,239.8240279,-0.849050769,5.876294878,58.35433722,12.62978697,35.49973107,5.806609571,0.523001697,4.604475232,1.202134339,0.335767427,30.14608594,0.807233567,81.37372145,360.5555274,0.048883138,0,308.8660225
