mean,se_mean,sd,2.5%,25%,50%,75%,97.5%,n_eff,Rhat,param,Treat,CO2
18.91997699137031,0.010440331626563387,0.5303180689834716,17.94118277438639,18.561000330944108,18.90937561860828,19.26427216136728,20.01668226889785,2580.1458814173257,0.9996286918643131,kopt,c.c,400
10.605161946799493,0.2196256421451792,8.356457188382091,1.5343454429285617,4.940233645859111,8.76068393126023,13.744595318229832,30.06225894263728,1447.6990736331834,1.0025063588984815,Ha,c.c,400
303.31013905938875,0.0587114511243622,2.1046049767238713,298.2684416048723,302.06227539261465,303.7201619780119,304.8520041529653,306.30563990283804,1284.9775994063232,1.0015431671825088,Topt,c.c,400
2.369975318823298,0.005880067346317822,0.28778047297454373,1.892859305721546,2.165686121592032,2.342403275916195,2.5397251291012193,3.025255058015081,2395.2896814594583,0.9999266359393386,sigma,c.c,400
-55.79574684091503,0.04156487518720806,1.5670474390788403,-59.70733103198849,-56.57296961545394,-55.448810869696544,-54.64586826533336,-53.82894456835291,1421.38368634073,1.0051575029985453,lp__,c.c,400
10.935675363907693,0.012756461624063048,0.455313158261887,10.1643253657898,10.614015199728874,10.883126986962399,11.205375710377538,11.971538064339942,1273.9721934368115,1.0026751149291036,kopt,c.w,400
23.181964945508053,1.0610530030474945,25.827624095321696,1.754450886798915,7.615884419526454,14.125626786617612,26.13179120610518,109.3830306371097,592.5087333592088,1.0074579456782824,Ha,c.w,400
305.6416337754436,0.07080764061713625,2.073940431333223,299.92291414788684,304.7739470253207,306.2024737040564,307.07058733065304,308.3495792135741,857.8913905989465,1.00000878840301,Topt,c.w,400
1.3229241114127033,0.0065699950245029694,0.22390481494189804,0.9722044472357056,1.1638798111806126,1.295512370103054,1.4526378572644874,1.8497568709386587,1161.4400146136816,1.003091545660852,sigma,c.w,400
-19.875138236177666,0.057272414434337254,1.759989432471263,-24.227884934117704,-20.834671010787265,-19.533833927289542,-18.54836510517635,-17.642186361441023,944.341631870058,1.0045263718405528,lp__,c.w,400
14.649399918635282,0.0122434423031253,0.6993239580146778,13.39364669770469,14.174188807821825,14.620811595200863,15.085494664553595,16.112617781217423,3262.4941068989465,0.9997830438536899,kopt,w.c,400
40.54296724508586,0.6171818714890026,29.09644525921418,4.41703690587351,18.34784024369947,32.46255394200267,55.38990100548524,112.53797851329537,2222.5602665180113,1.0000051355641777,Ha,w.c,400
306.28850132297134,0.030732259205704993,1.4949185949148178,302.24025900284624,305.74412192683116,306.57044748503097,307.2486763441285,308.3361464154101,2366.1709219924246,1.0009667420308013,Topt,w.c,400
2.311618515298567,0.0056747229748650005,0.3526379676942241,1.7433777381222728,2.0596624309202607,2.2725754834145375,2.523924816308159,3.115078284782905,3861.6135468484636,1.00017712143701,sigma,w.c,400
-34.840048364791365,0.029575371889712845,1.6202714573794215,-38.77924374066901,-35.689740764571184,-34.49692803735108,-33.62613896508456,-32.75326529656339,3001.339573386381,1.0011529973004616,lp__,w.c,400
15.383429361271137,0.009938036732168698,0.4756262025692505,14.393963480159021,15.065650192935802,15.399091262802191,15.713692544445172,16.28770630924168,2290.500279629123,0.9995464355567275,kopt,w.w,400
82.7858766786054,0.55734634650956,24.422242904507414,32.058414242560254,65.13028782469092,85.78382907315816,103.59820900512041,118.42120503367981,1920.0864183153271,0.9997296185322135,Ha,w.w,400
307.7774951702053,0.012495614755887155,0.5891720406841544,306.6535560857471,307.37479220654103,307.7746157752729,308.1627608297069,308.9806284550969,2223.1512146644563,1.001218662206575,Topt,w.w,400
2.0634283303319614,0.005088981633153575,0.24569686722965936,1.6520285933391403,1.8912100451195606,2.039105806111243,2.211801383556376,2.6036899520757864,2330.97422425489,1.0006130046509816,sigma,w.w,400
-42.52951980768339,0.03144888821873463,1.5088680401266168,-46.21727107710149,-43.27147375560389,-42.22441543007028,-41.40918802582592,-40.63340478163295,2301.9290073206503,1.0001010085201711,lp__,w.w,400
33.14882641642629,0.01140496110067537,0.9058650069236617,31.42220022419816,32.52813233734068,33.13091296844888,33.731617687183615,34.97291671299761,6308.692365148128,0.9998713458626237,kopt,c.c,800
20.536353066597524,0.1139443231735855,7.951826417967064,6.62629434656183,14.986762858924738,19.908660038275144,25.432889856123825,37.77489124877166,4870.2179418164405,0.9998154181814906,Ha,c.c,800
308.8997636780561,0.012305275560004224,0.7868009452177104,307.27314882780325,308.52492689988986,308.95123458600165,309.3613840205822,310.23351699748645,4088.3404969575413,1.0002376273380733,Topt,c.c,800
3.4587816913300173,0.004698719015800339,0.4114250080451556,2.77021526043281,3.1678205891895916,3.4197053851872834,3.7028428422863016,4.379161491679934,7666.946323804931,1.000367974476662,sigma,c.c,800
-63.778097892980504,0.02704510534638654,1.683133165823312,-68.21014066593216,-64.56124842126478,-63.38470524224348,-62.5679405789964,-61.731755514902346,3873.1079407711068,1.0002873215569865,lp__,c.c,800
20.30908457872292,0.009046703383980703,0.6593306330650566,19.103900384662886,19.859718240252796,20.288391708132963,20.72496788202765,21.688952339650236,5311.6054189888,1.000318712776064,kopt,c.w,800
20.802111805043175,0.18422364256751503,11.88172491772177,2.5855723120310445,12.22983581492204,19.55756320593676,27.655920340473003,47.66871254866361,4159.759829815439,1.0003050997863063,Ha,c.w,800
310.43844461643226,0.04680338103167943,1.738618987423083,307.3656329832839,309.79906493362995,310.41257815342505,310.99384897980406,313.3234860131638,1379.921502390336,1.000959670509627,Topt,c.w,800
2.3764276000417532,0.0040502387640645576,0.31497479317665034,1.8617026795462561,2.1503684097388307,2.3437860267210286,2.560020258748782,3.0939056943741314,6047.70149697914,1.00018838337188,sigma,c.w,800
-42.76536526405978,0.040598972973173046,1.9229383163127205,-47.76310079809146,-43.59536511805446,-42.292400562555684,-41.39366699473023,-40.48407567680458,2243.3684697183526,1.0003313838121606,lp__,c.w,800
27.41991382380792,0.01872921263648697,1.1921222086414671,25.104516357110157,26.615839431209864,27.39510169515399,28.19405596760255,29.862210564428672,4051.3756811122457,0.99972753481578025,kopt,w.c,800
42.55057363631681,0.34726727999625306,21.73714558130218,7.154711806552536,27.003573187511776,40.082874322980885,55.15685792741964,94.00827053804342,3918.1160684718825,0.9997035321537535,Ha,w.c,800
310.17281784233853,0.03302622014264636,1.3508161974532862,308.0885707432609,309.4932020323031,310.0957734489853,310.730319413585,312.62950489105884,1672.9184706664673,1.0012317599158995,Topt,w.c,800
4.503146538687873,0.009612124252448773,0.6478309318820205,3.4464363791176096,4.04337566454752,4.4284426715692575,4.888172765935449,5.9438741442655845,4542.3919805412415,0.9997257171046959,sigma,w.c,800
-53.2669850845374,0.03839348279714092,1.8019434130408503,-57.92108706169048,-54.10386563651378,-52.8303081245606,-51.95022841389797,-51.085964096003146,2202.760483477731,0.9998833056182959,lp__,w.c,800
28.628938308537542,0.011135971754099458,0.884935048689649,26.86873845847437,28.043692497645235,28.635661950360344,29.22455251243273,30.350602669596665,6314.901063313654,1.0002646348018895,kopt,w.w,800
54.16572103747584,0.27473045538948715,18.79174151209297,25.275675089765564,40.886433683366675,51.080548205111256,64.2301916922552,101.1913999334971,4678.648815184339,1.0003493319207324,Ha,w.w,800
311.1656756574602,0.009935856840687164,0.7531089979278294,309.8049820557575,310.6717600000399,311.1247810863109,311.6197410076464,312.75766130676266,5745.1982840908195,0.9999605918051558,Topt,w.w,800
3.9090365137085104,0.005295022368299849,0.46410988311176293,3.1315859937950368,3.5833323255875027,3.8647173482043504,4.187130413351707,4.948650264486042,7682.561318498513,0.9999887062988905,sigma,w.w,800
-68.49265479225517,0.02360386959687267,1.6456106629698184,-72.58816690581415,-69.30383616357871,-68.1415374597684,-67.28401314005434,-66.43732798940874,4860.5763815350465,1.0008280512274281,lp__,w.w,800
